id,gender,bowType,age,round,score,
6,Men,Barebow,U16,National,309,
1,Men,Barebow,U16,National 50,113,
2,Men,Barebow,U16,National 50,154,
3,Men,Barebow,U16,National 50,204,
4,Men,Barebow,U16,National 50,261,
5,Men,Barebow,U16,National 50,322,
1,Men,Barebow,U16,National 40,177,
2,Men,Barebow,U16,National 40,230,
3,Men,Barebow,U16,National 40,290,
4,Men,Barebow,U16,National 40,351,
1,Men,Barebow,U16,National 30,284,
2,Men,Barebow,U16,National 30,344,
3,Men,Barebow,U16,National 30,402,
1,Men,Barebow,U16,New Warwick,18,
2,Men,Barebow,U16,New Warwick,26,
3,Men,Barebow,U16,New Warwick,36,
4,Men,Barebow,U16,New Warwick,51,
5,Men,Barebow,U16,New Warwick,71,
6,Men,Barebow,U16,New Warwick,97,
1,Men,Barebow,U16,Long Warwick,33,
2,Men,Barebow,U16,Long Warwick,47,
3,Men,Barebow,U16,Long Warwick,65,
4,Men,Barebow,U16,Long Warwick,89,
5,Men,Barebow,U16,Long Warwick,119,
6,Men,Barebow,U16,Long Warwick,155,
1,Men,Barebow,U16,Warwick,54,
2,Men,Barebow,U16,Warwick,75,
3,Men,Barebow,U16,Warwick,102,
4,Men,Barebow,U16,Warwick,135,
5,Men,Barebow,U16,Warwick,173,
6,Men,Barebow,U16,Warwick,214,
1,Men,Barebow,U16,Warwick 50,81,
2,Men,Barebow,U16,Warwick 50,110,
3,Men,Barebow,U16,Warwick 50,144,
4,Men,Barebow,U16,Warwick 50,183,
5,Men,Barebow,U16,Warwick 50,225,
1,Men,Barebow,U16,Warwick 40,128,
2,Men,Barebow,U16,Warwick 40,165,
3,Men,Barebow,U16,Warwick 40,205,
4,Men,Barebow,U16,Warwick 40,245,
1,Men,Barebow,U16,Warwick 30,206,
2,Men,Barebow,U16,Warwick 30,245,
3,Men,Barebow,U16,Warwick 30,282,
1,Men,Barebow,U16,WA 1440 (90m),113,
2,Men,Barebow,U16,WA 1440 (90m),158,
3,Men,Barebow,U16,WA 1440 (90m),216,
4,Men,Barebow,U16,WA 1440 (90m),290,
5,Men,Barebow,U16,WA 1440 (90m),380,
6,Men,Barebow,U16,WA 1440 (90m),484,
7,Men,Barebow,U16,WA 1440 (90m),598,
8,Men,Barebow,U16,WA 1440 (90m),717,
9,Men,Barebow,U16,WA 1440 (90m),835,
1,Men,Barebow,U16,WA 1440 (70m) / Metric I,132,
2,Men,Barebow,U16,WA 1440 (70m) / Metric I,184,
3,Men,Barebow,U16,WA 1440 (70m) / Metric I,252,
4,Men,Barebow,U16,WA 1440 (70m) / Metric I,338,
5,Men,Barebow,U16,WA 1440 (70m) / Metric I,441,
6,Men,Barebow,U16,WA 1440 (70m) / Metric I,558,
7,Men,Barebow,U16,WA 1440 (70m) / Metric I,682,
8,Men,Barebow,U16,WA 1440 (70m) / Metric I,806,
9,Men,Barebow,U16,WA 1440 (70m) / Metric I,921,
1,Men,Barebow,U16,WA 1440 (60m) / Metric II,169,
2,Men,Barebow,U16,WA 1440 (60m) / Metric II,234,
3,Men,Barebow,U16,WA 1440 (60m) / Metric II,318,
4,Men,Barebow,U16,WA 1440 (60m) / Metric II,422,
5,Men,Barebow,U16,WA 1440 (60m) / Metric II,541,
6,Men,Barebow,U16,WA 1440 (60m) / Metric II,670,
7,Men,Barebow,U16,WA 1440 (60m) / Metric II,799,
8,Men,Barebow,U16,WA 1440 (60m) / Metric II,917,
9,Men,Barebow,U16,WA 1440 (60m) / Metric II,1019,
1,Men,Barebow,U16,Metric III,293,
2,Men,Barebow,U16,Metric III,389,
3,Men,Barebow,U16,Metric III,501,
4,Men,Barebow,U16,Metric III,624,
5,Men,Barebow,U16,Metric III,750,
1,Men,Barebow,U16,Metric IV,543,
2,Men,Barebow,U16,Metric IV,656,
3,Men,Barebow,U16,Metric IV,772,
4,Men,Barebow,U16,Metric IV,885,
1,Men,Barebow,U16,Metric V,717,
2,Men,Barebow,U16,Metric V,837,
3,Men,Barebow,U16,Metric V,947,
1,Men,Barebow,U16,Long Metric (Men),33,
2,Men,Barebow,U16,Long Metric (Men),47,
3,Men,Barebow,U16,Long Metric (Men),66,
4,Men,Barebow,U16,Long Metric (Men),93,
5,Men,Barebow,U16,Long Metric (Men),128,
6,Men,Barebow,U16,Long Metric (Men),172,
1,Men,Barebow,U16,Long Metric (Women) / Long Metric I,52,
2,Men,Barebow,U16,Long Metric (Women) / Long Metric I,73,
3,Men,Barebow,U16,Long Metric (Women) / Long Metric I,102,
4,Men,Barebow,U16,Long Metric (Women) / Long Metric I,140,
5,Men,Barebow,U16,Long Metric (Women) / Long Metric I,189,
6,Men,Barebow,U16,Long Metric (Women) / Long Metric I,246,
1,Men,Barebow,U16,Long Metric II,75,
2,Men,Barebow,U16,Long Metric II,105,
3,Men,Barebow,U16,Long Metric II,144,
4,Men,Barebow,U16,Long Metric II,193,
5,Men,Barebow,U16,Long Metric II,252,
6,Men,Barebow,U16,Long Metric II,316,
1,Men,Barebow,U16,Long Metric III,115,
2,Men,Barebow,U16,Long Metric III,157,
3,Men,Barebow,U16,Long Metric III,209,
4,Men,Barebow,U16,Long Metric III,269,
5,Men,Barebow,U16,Long Metric III,333,
1,Men,Barebow,U16,Long Metric IV,185,
2,Men,Barebow,U16,Long Metric IV,241,
3,Men,Barebow,U16,Long Metric IV,304,
4,Men,Barebow,U16,Long Metric IV,368,
1,Men,Barebow,U16,Long Metric V,306,
2,Men,Barebow,U16,Long Metric V,369,
3,Men,Barebow,U16,Long Metric V,429,
1,Men,Barebow,U16,Short Metric / Short Metric I,81,
2,Men,Barebow,U16,Short Metric / Short Metric I,111,
3,Men,Barebow,U16,Short Metric / Short Metric I,151,
4,Men,Barebow,U16,Short Metric / Short Metric I,198,
5,Men,Barebow,U16,Short Metric / Short Metric I,253,
1,Men,Barebow,U16,Short Metric II,94,
2,Men,Barebow,U16,Short Metric II,129,
3,Men,Barebow,U16,Short Metric II,174,
4,Men,Barebow,U16,Short Metric II,229,
1,Men,Barebow,U16,Short Metric III,179,
2,Men,Barebow,U16,Short Metric III,233,
3,Men,Barebow,U16,Short Metric III,293,
1,Men,Barebow,U16,Short Metric IV,359,
2,Men,Barebow,U16,Short Metric IV,415,
1,Men,Barebow,U16,Short Metric V,412,
1,Men,Barebow,U16,WA 900,121,
2,Men,Barebow,U16,WA 900,166,
3,Men,Barebow,U16,WA 900,223,
4,Men,Barebow,U16,WA 900,291,
5,Men,Barebow,U16,WA 900,367,
6,Men,Barebow,U16,WA 900,447,
1,Men,Barebow,U16,WA 70m,43,
2,Men,Barebow,U16,WA 70m,60,
3,Men,Barebow,U16,WA 70m,85,
4,Men,Barebow,U16,WA 70m,118,
5,Men,Barebow,U16,WA 70m,162,
6,Men,Barebow,U16,WA 70m,215,
1,Men,Barebow,U16,WA 60m,61,
2,Men,Barebow,U16,WA 60m,85,
3,Men,Barebow,U16,WA 60m,119,
4,Men,Barebow,U16,WA 60m,162,
5,Men,Barebow,U16,WA 60m,215,
6,Men,Barebow,U16,WA 60m,277,
1,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,90,
2,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,125,
3,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,170,
4,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,225,
5,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,288,
6,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,354,
7,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,419,
8,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,476,
9,Men,Barebow,U16,WA 50m (Barebow) / Metric 122-50,525,
1,Men,Barebow,U16,Metric 122-40,140,
2,Men,Barebow,U16,Metric 122-40,189,
3,Men,Barebow,U16,Metric 122-40,247,
4,Men,Barebow,U16,Metric 122-40,312,
1,Men,Barebow,U16,Metric 122-30,230,
2,Men,Barebow,U16,Metric 122-30,293,
3,Men,Barebow,U16,Metric 122-30,360,
1,Men,Barebow,U16,WA 50m (Compound),42,
2,Men,Barebow,U16,WA 50m (Compound),59,
3,Men,Barebow,U16,WA 50m (Compound),84,
4,Men,Barebow,U16,WA 50m (Compound),117,
5,Men,Barebow,U16,WA 50m (Compound),159,
1,Men,Barebow,U16,Metric 80-40,68,
2,Men,Barebow,U16,Metric 80-40,95,
3,Men,Barebow,U16,Metric 80-40,131,
4,Men,Barebow,U16,Metric 80-40,178,
1,Men,Barebow,U16,Metric 80-30,120,
2,Men,Barebow,U16,Metric 80-30,164,
3,Men,Barebow,U16,Metric 80-30,217,
1,Men,Barebow,U15,York,44,
2,Men,Barebow,U15,York,64,
3,Men,Barebow,U15,York,91,
4,Men,Barebow,U15,York,128,
5,Men,Barebow,U15,York,178,
6,Men,Barebow,U15,York,243,
7,Men,Barebow,U15,York,325,
8,Men,Barebow,U15,York,423,
9,Men,Barebow,U15,York,534,
1,Men,Barebow,U15,Hereford / Bristol I,77,
2,Men,Barebow,U15,Hereford / Bristol I,109,
3,Men,Barebow,U15,Hereford / Bristol I,153,
4,Men,Barebow,U15,Hereford / Bristol I,212,
5,Men,Barebow,U15,Hereford / Bristol I,287,
6,Men,Barebow,U15,Hereford / Bristol I,380,
7,Men,Barebow,U15,Hereford / Bristol I,487,
8,Men,Barebow,U15,Hereford / Bristol I,603,
9,Men,Barebow,U15,Hereford / Bristol I,721,
1,Men,Barebow,U15,Bristol II,128,
2,Men,Barebow,U15,Bristol II,179,
3,Men,Barebow,U15,Bristol II,245,
4,Men,Barebow,U15,Bristol II,330,
5,Men,Barebow,U15,Bristol II,432,
6,Men,Barebow,U15,Bristol II,547,
7,Men,Barebow,U15,Bristol II,668,
8,Men,Barebow,U15,Bristol II,787,
9,Men,Barebow,U15,Bristol II,895,
1,Men,Barebow,U15,Bristol III,201,
2,Men,Barebow,U15,Bristol III,273,
3,Men,Barebow,U15,Bristol III,362,
4,Men,Barebow,U15,Bristol III,468,
5,Men,Barebow,U15,Bristol III,584,
6,Men,Barebow,U15,Bristol III,703,
7,Men,Barebow,U15,Bristol III,818,
8,Men,Barebow,U15,Bristol III,922,
9,Men,Barebow,U15,Bristol III,1012,
1,Men,Barebow,U15,Bristol IV,334,
2,Men,Barebow,U15,Bristol IV,431,
3,Men,Barebow,U15,Bristol IV,540,
4,Men,Barebow,U15,Bristol IV,656,
1,Men,Barebow,U15,Bristol V,566,
2,Men,Barebow,U15,Bristol V,674,
3,Men,Barebow,U15,Bristol V,783,
1,Men,Barebow,U15,St. George,42,
2,Men,Barebow,U15,St. George,59,
3,Men,Barebow,U15,St. George,84,
4,Men,Barebow,U15,St. George,118,
5,Men,Barebow,U15,St. George,162,
6,Men,Barebow,U15,St. George,218,
1,Men,Barebow,U15,Albion / Long Windsor,69,
2,Men,Barebow,U15,Albion / Long Windsor,98,
3,Men,Barebow,U15,Albion / Long Windsor,136,
4,Men,Barebow,U15,Albion / Long Windsor,187,
5,Men,Barebow,U15,Albion / Long Windsor,250,
6,Men,Barebow,U15,Albion / Long Windsor,325,
1,Men,Barebow,U15,Windsor,111,
2,Men,Barebow,U15,Windsor,155,
3,Men,Barebow,U15,Windsor,210,
4,Men,Barebow,U15,Windsor,280,
5,Men,Barebow,U15,Windsor,360,
6,Men,Barebow,U15,Windsor,449,
1,Men,Barebow,U15,Windsor 50,179,
2,Men,Barebow,U15,Windsor 50,240,
3,Men,Barebow,U15,Windsor 50,313,
4,Men,Barebow,U15,Windsor 50,396,
5,Men,Barebow,U15,Windsor 50,484,
6,Men,Barebow,U15,Windsor 50,572,
1,Men,Barebow,U15,Windsor 40,303,
2,Men,Barebow,U15,Windsor 40,382,
3,Men,Barebow,U15,Windsor 40,465,
4,Men,Barebow,U15,Windsor 40,550,
1,Men,Barebow,U15,Windsor 30,509,
2,Men,Barebow,U15,Windsor 30,585,
3,Men,Barebow,U15,Windsor 30,659,
1,Men,Barebow,U15,New Western,25,
2,Men,Barebow,U15,New Western,36,
3,Men,Barebow,U15,New Western,51,
4,Men,Barebow,U15,New Western,72,
5,Men,Barebow,U15,New Western,102,
6,Men,Barebow,U15,New Western,141,
1,Men,Barebow,U15,Long Western,47,
2,Men,Barebow,U15,Long Western,66,
3,Men,Barebow,U15,Long Western,93,
4,Men,Barebow,U15,Long Western,130,
5,Men,Barebow,U15,Long Western,178,
6,Men,Barebow,U15,Long Western,238,
1,Men,Barebow,U15,Western,77,
2,Men,Barebow,U15,Western,108,
3,Men,Barebow,U15,Western,149,
4,Men,Barebow,U15,Western,203,
5,Men,Barebow,U15,Western,269,
6,Men,Barebow,U15,Western,346,
1,Men,Barebow,U15,Western 50,118,
2,Men,Barebow,U15,Western 50,162,
3,Men,Barebow,U15,Western 50,219,
4,Men,Barebow,U15,Western 50,288,
5,Men,Barebow,U15,Western 50,366,
6,Men,Barebow,U15,Western 50,449,
1,Men,Barebow,U15,Western 40,193,
2,Men,Barebow,U15,Western 40,256,
3,Men,Barebow,U15,Western 40,329,
4,Men,Barebow,U15,Western 40,410,
1,Men,Barebow,U15,Western 30,332,
2,Men,Barebow,U15,Western 30,411,
3,Men,Barebow,U15,Western 30,489,
1,Men,Barebow,U15,American,93,
2,Men,Barebow,U15,American,129,
3,Men,Barebow,U15,American,175,
4,Men,Barebow,U15,American,233,
5,Men,Barebow,U15,American,300,
6,Men,Barebow,U15,American,374,
1,Men,Barebow,U15,St. Nicholas,162,
2,Men,Barebow,U15,St. Nicholas,216,
3,Men,Barebow,U15,St. Nicholas,280,
4,Men,Barebow,U15,St. Nicholas,350,
1,Men,Barebow,U15,New National,17,
2,Men,Barebow,U15,New National,24,
3,Men,Barebow,U15,New National,35,
4,Men,Barebow,U15,New National,50,
5,Men,Barebow,U15,New National,70,
6,Men,Barebow,U15,New National,98,
1,Men,Barebow,U15,Long National,31,
2,Men,Barebow,U15,Long National,45,
3,Men,Barebow,U15,Long National,63,
4,Men,Barebow,U15,Long National,88,
5,Men,Barebow,U15,Long National,121,
6,Men,Barebow,U15,Long National,163,
1,Men,Barebow,U15,National,54,
2,Men,Barebow,U15,National,76,
3,Men,Barebow,U15,National,105,
4,Men,Barebow,U15,National,144,
5,Men,Barebow,U15,National,192,
6,Men,Barebow,U15,National,248,
1,Men,Barebow,U15,National 50,82,
2,Men,Barebow,U15,National 50,113,
3,Men,Barebow,U15,National 50,154,
4,Men,Barebow,U15,National 50,204,
5,Men,Barebow,U15,National 50,261,
6,Men,Barebow,U15,National 50,322,
1,Men,Barebow,U15,National 40,132,
2,Men,Barebow,U15,National 40,177,
3,Men,Barebow,U15,National 40,230,
4,Men,Barebow,U15,National 40,290,
1,Men,Barebow,U15,National 30,227,
2,Men,Barebow,U15,National 30,284,
3,Men,Barebow,U15,National 30,344,
1,Men,Barebow,U15,New Warwick,13,
2,Men,Barebow,U15,New Warwick,18,
3,Men,Barebow,U15,New Warwick,26,
4,Men,Barebow,U15,New Warwick,36,
5,Men,Barebow,U15,New Warwick,51,
6,Men,Barebow,U15,New Warwick,71,
1,Men,Barebow,U15,Long Warwick,24,
2,Men,Barebow,U15,Long Warwick,33,
3,Men,Barebow,U15,Long Warwick,47,
4,Men,Barebow,U15,Long Warwick,65,
5,Men,Barebow,U15,Long Warwick,89,
6,Men,Barebow,U15,Long Warwick,119,
1,Men,Barebow,U15,Warwick,39,
2,Men,Barebow,U15,Warwick,54,
3,Men,Barebow,U15,Warwick,75,
4,Men,Barebow,U15,Warwick,102,
5,Men,Barebow,U15,Warwick,135,
6,Men,Barebow,U15,Warwick,173,
1,Men,Barebow,U15,Warwick 50,59,
2,Men,Barebow,U15,Warwick 50,81,
3,Men,Barebow,U15,Warwick 50,110,
4,Men,Barebow,U15,Warwick 50,144,
5,Men,Barebow,U15,Warwick 50,183,
6,Men,Barebow,U15,Warwick 50,225,
1,Men,Barebow,U15,Warwick 40,97,
2,Men,Barebow,U15,Warwick 40,128,
3,Men,Barebow,U15,Warwick 40,165,
4,Men,Barebow,U15,Warwick 40,205,
1,Men,Barebow,U15,Warwick 30,166,
2,Men,Barebow,U15,Warwick 30,206,
3,Men,Barebow,U15,Warwick 30,245,
1,Men,Barebow,U15,WA 1440 (90m),80,
2,Men,Barebow,U15,WA 1440 (90m),113,
3,Men,Barebow,U15,WA 1440 (90m),158,
4,Men,Barebow,U15,WA 1440 (90m),216,
5,Men,Barebow,U15,WA 1440 (90m),290,
6,Men,Barebow,U15,WA 1440 (90m),380,
7,Men,Barebow,U15,WA 1440 (90m),484,
8,Men,Barebow,U15,WA 1440 (90m),598,
9,Men,Barebow,U15,WA 1440 (90m),717,
1,Men,Barebow,U15,WA 1440 (70m) / Metric I,94,
2,Men,Barebow,U15,WA 1440 (70m) / Metric I,132,
3,Men,Barebow,U15,WA 1440 (70m) / Metric I,184,
4,Men,Barebow,U15,WA 1440 (70m) / Metric I,252,
5,Men,Barebow,U15,WA 1440 (70m) / Metric I,338,
6,Men,Barebow,U15,WA 1440 (70m) / Metric I,441,
7,Men,Barebow,U15,WA 1440 (70m) / Metric I,558,
8,Men,Barebow,U15,WA 1440 (70m) / Metric I,682,
9,Men,Barebow,U15,WA 1440 (70m) / Metric I,806,
1,Men,Barebow,U15,WA 1440 (60m) / Metric II,120,
2,Men,Barebow,U15,WA 1440 (60m) / Metric II,169,
3,Men,Barebow,U15,WA 1440 (60m) / Metric II,234,
4,Men,Barebow,U15,WA 1440 (60m) / Metric II,318,
5,Men,Barebow,U15,WA 1440 (60m) / Metric II,422,
6,Men,Barebow,U15,WA 1440 (60m) / Metric II,541,
7,Men,Barebow,U15,WA 1440 (60m) / Metric II,670,
8,Men,Barebow,U15,WA 1440 (60m) / Metric II,799,
9,Men,Barebow,U15,WA 1440 (60m) / Metric II,917,
1,Men,Barebow,U15,Metric III,216,
2,Men,Barebow,U15,Metric III,293,
3,Men,Barebow,U15,Metric III,389,
4,Men,Barebow,U15,Metric III,501,
5,Men,Barebow,U15,Metric III,624,
6,Men,Barebow,U15,Metric III,750,
7,Men,Barebow,U15,Metric III,870,
8,Men,Barebow,U15,Metric III,979,
9,Men,Barebow,U15,Metric III,1071,
1,Men,Barebow,U15,Metric IV,439,
2,Men,Barebow,U15,Metric IV,543,
3,Men,Barebow,U15,Metric IV,656,
4,Men,Barebow,U15,Metric IV,772,
1,Men,Barebow,U15,Metric V,594,
2,Men,Barebow,U15,Metric V,717,
3,Men,Barebow,U15,Metric V,837,
1,Men,Barebow,U15,Long Metric (Men),23,
2,Men,Barebow,U15,Long Metric (Men),33,
3,Men,Barebow,U15,Long Metric (Men),47,
4,Men,Barebow,U15,Long Metric (Men),66,
5,Men,Barebow,U15,Long Metric (Men),93,
6,Men,Barebow,U15,Long Metric (Men),128,
1,Men,Barebow,U15,Long Metric (Women) / Long Metric I,36,
2,Men,Barebow,U15,Long Metric (Women) / Long Metric I,52,
3,Men,Barebow,U15,Long Metric (Women) / Long Metric I,73,
4,Men,Barebow,U15,Long Metric (Women) / Long Metric I,102,
5,Men,Barebow,U15,Long Metric (Women) / Long Metric I,140,
6,Men,Barebow,U15,Long Metric (Women) / Long Metric I,189,
1,Men,Barebow,U15,Long Metric II,53,
2,Men,Barebow,U15,Long Metric II,75,
3,Men,Barebow,U15,Long Metric II,105,
4,Men,Barebow,U15,Long Metric II,144,
5,Men,Barebow,U15,Long Metric II,193,
6,Men,Barebow,U15,Long Metric II,252,
1,Men,Barebow,U15,Long Metric III,83,
2,Men,Barebow,U15,Long Metric III,115,
3,Men,Barebow,U15,Long Metric III,157,
4,Men,Barebow,U15,Long Metric III,209,
5,Men,Barebow,U15,Long Metric III,269,
6,Men,Barebow,U15,Long Metric III,333,
1,Men,Barebow,U15,Long Metric IV,138,
2,Men,Barebow,U15,Long Metric IV,185,
3,Men,Barebow,U15,Long Metric IV,241,
4,Men,Barebow,U15,Long Metric IV,304,
1,Men,Barebow,U15,Long Metric V,245,
2,Men,Barebow,U15,Long Metric V,306,
3,Men,Barebow,U15,Long Metric V,369,
1,Men,Barebow,U15,Short Metric / Short Metric I,58,
2,Men,Barebow,U15,Short Metric / Short Metric I,81,
3,Men,Barebow,U15,Short Metric / Short Metric I,111,
4,Men,Barebow,U15,Short Metric / Short Metric I,151,
5,Men,Barebow,U15,Short Metric / Short Metric I,198,
6,Men,Barebow,U15,Short Metric / Short Metric I,253,
1,Men,Barebow,U15,Short Metric II,67,
2,Men,Barebow,U15,Short Metric II,94,
3,Men,Barebow,U15,Short Metric II,129,
4,Men,Barebow,U15,Short Metric II,174,
1,Men,Barebow,U15,Short Metric III,133,
2,Men,Barebow,U15,Short Metric III,179,
3,Men,Barebow,U15,Short Metric III,233,
1,Men,Barebow,U15,Short Metric IV,302,
2,Men,Barebow,U15,Short Metric IV,359,
1,Men,Barebow,U15,Short Metric V,350,
1,Men,Barebow,U15,WA 900,87,
2,Men,Barebow,U15,WA 900,121,
3,Men,Barebow,U15,WA 900,166,
4,Men,Barebow,U15,WA 900,223,
5,Men,Barebow,U15,WA 900,291,
6,Men,Barebow,U15,WA 900,367,
1,Men,Barebow,U15,WA 70m,30,
2,Men,Barebow,U15,WA 70m,43,
3,Men,Barebow,U15,WA 70m,60,
4,Men,Barebow,U15,WA 70m,85,
5,Men,Barebow,U15,WA 70m,118,
6,Men,Barebow,U15,WA 70m,162,
1,Men,Barebow,U15,WA 60m,43,
2,Men,Barebow,U15,WA 60m,61,
3,Men,Barebow,U15,WA 60m,85,
4,Men,Barebow,U15,WA 60m,119,
5,Men,Barebow,U15,WA 60m,162,
6,Men,Barebow,U15,WA 60m,215,
1,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,64,
2,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,90,
3,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,125,
4,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,170,
5,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,225,
6,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,288,
7,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,354,
8,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,419,
9,Men,Barebow,U15,WA 50m (Barebow) / Metric 122-50,476,
1,Men,Barebow,U15,Metric 122-40,102,
2,Men,Barebow,U15,Metric 122-40,140,
3,Men,Barebow,U15,Metric 122-40,189,
4,Men,Barebow,U15,Metric 122-40,247,
1,Men,Barebow,U15,Metric 122-30,174,
2,Men,Barebow,U15,Metric 122-30,230,
3,Men,Barebow,U15,Metric 122-30,293,
1,Men,Barebow,U15,WA 50m (Compound),29,
2,Men,Barebow,U15,WA 50m (Compound),42,
3,Men,Barebow,U15,WA 50m (Compound),59,
4,Men,Barebow,U15,WA 50m (Compound),84,
5,Men,Barebow,U15,WA 50m (Compound),117,
6,Men,Barebow,U15,WA 50m (Compound),159,
1,Men,Barebow,U15,Metric 80-40,48,
2,Men,Barebow,U15,Metric 80-40,68,
3,Men,Barebow,U15,Metric 80-40,95,
4,Men,Barebow,U15,Metric 80-40,131,
1,Men,Barebow,U15,Metric 80-30,86,
2,Men,Barebow,U15,Metric 80-30,120,
3,Men,Barebow,U15,Metric 80-30,164,
1,Men,Barebow,U14,York,31,
2,Men,Barebow,U14,York,44,
3,Men,Barebow,U14,York,64,
4,Men,Barebow,U14,York,91,
5,Men,Barebow,U14,York,128,
6,Men,Barebow,U14,York,178,
7,Men,Barebow,U14,York,243,
8,Men,Barebow,U14,York,325,
9,Men,Barebow,U14,York,423,
1,Men,Barebow,U14,Hereford / Bristol I,54,
2,Men,Barebow,U14,Hereford / Bristol I,77,
3,Men,Barebow,U14,Hereford / Bristol I,109,
4,Men,Barebow,U14,Hereford / Bristol I,153,
5,Men,Barebow,U14,Hereford / Bristol I,212,
6,Men,Barebow,U14,Hereford / Bristol I,287,
7,Men,Barebow,U14,Hereford / Bristol I,380,
8,Men,Barebow,U14,Hereford / Bristol I,487,
9,Men,Barebow,U14,Hereford / Bristol I,603,
1,Men,Barebow,U14,Bristol II,90,
2,Men,Barebow,U14,Bristol II,128,
3,Men,Barebow,U14,Bristol II,179,
4,Men,Barebow,U14,Bristol II,245,
5,Men,Barebow,U14,Bristol II,330,
6,Men,Barebow,U14,Bristol II,432,
7,Men,Barebow,U14,Bristol II,547,
8,Men,Barebow,U14,Bristol II,668,
9,Men,Barebow,U14,Bristol II,787,
1,Men,Barebow,U14,Bristol III,145,
2,Men,Barebow,U14,Bristol III,201,
3,Men,Barebow,U14,Bristol III,273,
4,Men,Barebow,U14,Bristol III,362,
5,Men,Barebow,U14,Bristol III,468,
6,Men,Barebow,U14,Bristol III,584,
7,Men,Barebow,U14,Bristol III,703,
8,Men,Barebow,U14,Bristol III,818,
9,Men,Barebow,U14,Bristol III,922,
1,Men,Barebow,U14,Bristol IV,252,
2,Men,Barebow,U14,Bristol IV,334,
3,Men,Barebow,U14,Bristol IV,431,
4,Men,Barebow,U14,Bristol IV,540,
5,Men,Barebow,U14,Bristol IV,656,
6,Men,Barebow,U14,Bristol IV,771,
7,Men,Barebow,U14,Bristol IV,879,
8,Men,Barebow,U14,Bristol IV,974,
9,Men,Barebow,U14,Bristol IV,1055,
1,Men,Barebow,U14,Bristol V,464,
2,Men,Barebow,U14,Bristol V,566,
3,Men,Barebow,U14,Bristol V,674,
4,Men,Barebow,U14,Bristol V,783,
1,Men,Barebow,U14,St. George,29,
2,Men,Barebow,U14,St. George,42,
3,Men,Barebow,U14,St. George,59,
4,Men,Barebow,U14,St. George,84,
5,Men,Barebow,U14,St. George,118,
6,Men,Barebow,U14,St. George,162,
1,Men,Barebow,U14,Albion / Long Windsor,49,
2,Men,Barebow,U14,Albion / Long Windsor,69,
3,Men,Barebow,U14,Albion / Long Windsor,98,
4,Men,Barebow,U14,Albion / Long Windsor,136,
5,Men,Barebow,U14,Albion / Long Windsor,187,
6,Men,Barebow,U14,Albion / Long Windsor,250,
1,Men,Barebow,U14,Windsor,79,
2,Men,Barebow,U14,Windsor,111,
3,Men,Barebow,U14,Windsor,155,
4,Men,Barebow,U14,Windsor,210,
5,Men,Barebow,U14,Windsor,280,
6,Men,Barebow,U14,Windsor,360,
1,Men,Barebow,U14,Windsor 50,130,
2,Men,Barebow,U14,Windsor 50,179,
3,Men,Barebow,U14,Windsor 50,240,
4,Men,Barebow,U14,Windsor 50,313,
5,Men,Barebow,U14,Windsor 50,396,
6,Men,Barebow,U14,Windsor 50,484,
1,Men,Barebow,U14,Windsor 40,234,
2,Men,Barebow,U14,Windsor 40,303,
3,Men,Barebow,U14,Windsor 40,382,
4,Men,Barebow,U14,Windsor 40,465,
5,Men,Barebow,U14,Windsor 40,550,
6,Men,Barebow,U14,Windsor 40,631,
1,Men,Barebow,U14,Windsor 30,434,
2,Men,Barebow,U14,Windsor 30,509,
3,Men,Barebow,U14,Windsor 30,585,
4,Men,Barebow,U14,Windsor 30,659,
1,Men,Barebow,U14,New Western,17,
2,Men,Barebow,U14,New Western,25,
3,Men,Barebow,U14,New Western,36,
4,Men,Barebow,U14,New Western,51,
5,Men,Barebow,U14,New Western,72,
6,Men,Barebow,U14,New Western,102,
1,Men,Barebow,U14,Long Western,33,
2,Men,Barebow,U14,Long Western,47,
3,Men,Barebow,U14,Long Western,66,
4,Men,Barebow,U14,Long Western,93,
5,Men,Barebow,U14,Long Western,130,
6,Men,Barebow,U14,Long Western,178,
1,Men,Barebow,U14,Western,54,
2,Men,Barebow,U14,Western,77,
3,Men,Barebow,U14,Western,108,
4,Men,Barebow,U14,Western,149,
5,Men,Barebow,U14,Western,203,
6,Men,Barebow,U14,Western,269,
1,Men,Barebow,U14,Western 50,84,
2,Men,Barebow,U14,Western 50,118,
3,Men,Barebow,U14,Western 50,162,
